STT,Mã Đơn Hàng,ID cửa hàng,Tên cửa hàng,Thời gian hoàn thành/ huỷ đơn,Giá trị đơn hàng,Khuyến mại từ quán,Phí dịch vụ,Phí vận chuyển trả cho quán,Chiết khấu,Thuế khấu trừ,Thực thu
1971,10125-496513831,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 15:01,"110,000","20,000",0,0,"22,095",0,"67,905"
1972,10125-496539324,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:05,"54,000","11,000",0,0,"10,557",0,"32,444"
1973,10125-496734395,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 14:12,"51,000","11,000",0,0,"9,820",0,"30,180"
1974,10125-496745580,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:18,"97,000","15,000",0,0,"20,131",0,"61,869"
1975,10125-496768964,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:51,"133,000","20,000",0,0,"27,742",0,"85,259"
1976,10125-496942713,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:31,"163,000","26,000",0,0,"33,634",0,"103,367"
1977,10125-497049488,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:31,"22,000","6,600",0,0,"3,781",0,"11,619"
1978,10125-497230117,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:27,"188,000","26,000",0,0,"39,771",0,"122,229"
1979,10125-497217717,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:18,"112,000","20,000",0,0,"22,586",0,"69,414"
1980,10125-497275981,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 15:07,"138,000","20,000",0,0,"28,969",0,"89,031"
1981,10125-497328482,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:36,"129,000","11,000",0,0,"28,969",0,"89,031"
1982,10125-497854028,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:36,"58,000","11,000",0,0,"11,539",0,"35,462"
1983,10125-497941980,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 14:08,"72,000","15,000",0,0,"13,994",0,"43,007"
1984,10125-497944633,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 14:06,"25,000","12,500",0,0,"3,069",0,"9,431"
1985,10125-497955441,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 14:03,"58,000","11,000",0,0,"11,539",0,"35,462"
1986,10125-498091020,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 14:14,"58,000","11,000",0,0,"11,539",0,"35,462"
1987,10125-498193586,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 14:03,"159,000","39,500",0,0,"29,337",0,"90,163"
1988,10125-498609669,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:31,"83,000","15,000",0,0,"16,694",0,"51,306"
1989,10125-498610221,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:33,"83,000","15,000",0,0,"16,694",0,"51,306"
1990,10125-499131493,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:17,"22,000","6,600",0,0,"3,781",0,"11,619"
1991,10125-499491226,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 14:03,"65,000","11,000",0,0,"13,257",0,"40,743"
1992,10125-499674342,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 14:11,"250,000","54,000",0,0,"48,118",0,"147,882"
1993,10125-499699931,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:23,"248,000",0,0,0,"60,884",0,"187,116"
1994,10125-499930876,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:03,"87,000","15,000",0,0,"17,676",0,"54,324"
1995,10125-500145418,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:25,"176,000","26,000",0,0,"36,825",0,"113,175"
1996,10125-500163830,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 14:13,"51,000","11,000",0,0,"9,820",0,"30,180"
1997,10125-500206740,10307386,Cà Phê Muối Chú Long - Kiên Giang,10/12/2025 14:19,"25,000","12,500",0,0,"3,069",0,"9,431"
1998,10125-500258807,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:28,"54,000","11,000",0,0,"10,557",0,"32,444"
1999,10125-500399868,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:34,"51,000","11,000",0,0,"9,820",0,"30,180"
2000,10125-500534362,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:14,"139,000","20,000",0,0,"29,215",0,"89,786"
2001,10125-500573996,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 14:24,"116,000","20,000",0,0,"23,568",0,"72,432"
2002,10125-500634888,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:24,"72,000","15,000",0,0,"13,994",0,"43,007"
2003,10125-500843919,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:27,"54,000","11,000",0,0,"10,557",0,"32,444"
2004,10125-501119397,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 14:32,"79,000","15,000",0,0,"15,712",0,"48,288"
2005,10125-501657107,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 14:05,"29,000","7,250",0,0,"5,340",0,"16,410"
2006,10125-501731675,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:21,"50,000","11,000",0,0,"9,575",0,"29,426"
2007,10125-501799826,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:31,"22,000","6,600",0,0,"3,781",0,"11,619"
2008,10125-501882894,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:22,"25,000","12,500",0,0,"3,069",0,"9,431"
2009,10125-502161906,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:58,"47,000","5,000",0,0,"10,311",0,"31,689"
2010,10125-502315014,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:11,"58,000","11,000",0,0,"11,539",0,"35,462"
2011,10125-502333041,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:21,"58,000","11,000",0,0,"11,539",0,"35,462"
2012,10125-502558449,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:28,"73,000","15,000",0,0,"14,239",0,"43,761"
2013,10125-502624273,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 14:18,"202,000","32,000",0,0,"41,735",0,"128,265"
2014,10125-502659026,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:30,"133,000","20,000",0,0,"27,742",0,"85,259"
2015,10125-502795160,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 14:27,"25,000","12,500",0,0,"3,069",0,"9,431"
2016,10125-502820684,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 14:09,"58,000","11,000",0,0,"11,539",0,"35,462"
2017,10125-502898819,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:17,"29,000",0,0,0,"7,120",0,"21,881"
2018,10125-502981826,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:08,"58,000","11,000",0,0,"11,539",0,"35,462"
2019,10125-503057757,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:23,"65,000","11,000",0,0,"13,257",0,"40,743"
2020,10125-503148481,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 14:03,"29,000","7,250",0,0,"5,340",0,"16,410"
2021,10125-503206969,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 14:33,"87,000","15,000",0,0,"17,676",0,"54,324"
2022,10125-503339639,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 14:11,"29,000","7,250",0,0,"5,340",0,"16,410"
2023,10125-503386141,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:38,"29,000","5,000",0,0,"5,892",0,"18,108"
2024,10125-503479647,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 14:17,"29,000","5,000",0,0,"5,892",0,"18,108"
2025,10125-503770202,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 14:07,"51,000","11,000",0,0,"9,820",0,"30,180"
2026,10125-503894183,10354891,Cà Phê Muối Chú Long - Trà Vinh,10/12/2025 14:21,"116,000","20,000",0,0,"23,568",0,"72,432"
2027,10125-504046948,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 14:21,"87,000","15,000",0,0,"17,676",0,"54,324"
2028,10125-504220487,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:27,"137,000","20,000",0,0,"28,724",0,"88,277"
2029,10125-504317814,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:45,"29,000","5,000",0,0,"5,892",0,"18,108"
2030,10125-504458172,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:51,"29,000","5,000",0,0,"5,892",0,"18,108"
2031,10125-504531164,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 14:21,"337,000","54,000",0,0,"69,477",0,"213,524"
2032,10125-504797124,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 14:19,"116,000","20,000",0,0,"23,568",0,"72,432"
2033,10125-505341598,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 14:26,"66,000","11,000",0,0,"13,503",0,"41,498"
2034,10125-505355668,10269971,Cà Phê Muối Chú Long - Cần Thơ,10/12/2025 14:47,"586,000","91,500",0,0,"121,400",0,"373,100"
2035,10125-505368611,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:18,"51,000","11,000",0,0,"9,820",0,"30,180"
2036,10125-505384812,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:19,"54,000","11,000",0,0,"10,557",0,"32,444"
2037,10125-505543963,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 14:10,"29,000","5,000",0,0,"5,892",0,"18,108"
2038,10125-505767275,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 14:16,"58,000","11,000",0,0,"11,539",0,"35,462"
2039,10125-505780275,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 14:22,"51,000","11,000",0,0,"9,820",0,"30,180"
2040,10125-505863457,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:30,"94,000","15,000",0,0,"19,395",0,"59,606"
2041,10125-505882566,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:45,"44,000","13,200",0,0,"7,561",0,"23,239"
2042,10125-505934995,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:51,"112,000","20,000",0,0,"22,586",0,"69,414"
2043,10125-505998192,10358040,Cà Phê Muối Chú Long - Đoàn Thị Điểm,10/12/2025 14:15,"61,000","11,000",0,0,"12,275",0,"37,725"
2044,10125-506140859,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:30,"195,000","26,000",0,0,"41,490",0,"127,511"
2045,10125-506327364,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:44,"79,000","15,000",0,0,"15,712",0,"48,288"
2046,10125-506539989,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 14:13,"152,000","42,000",0,0,"27,005",0,"82,995"
2047,10125-506717194,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:35,"50,000","11,000",0,0,"9,575",0,"29,426"
2048,10125-506827259,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:29,"58,000","11,000",0,0,"11,539",0,"35,462"
2049,10125-507030109,10358037,Cà Phê Muối Chú Long - Hùng Vương,10/12/2025 14:15,"116,000","20,000",0,0,"23,568",0,"72,432"
2050,10125-507135426,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:13,"69,000","11,000",0,0,"14,239",0,"43,761"
2051,10125-507144577,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:37,"76,000","15,000",0,0,"14,976",0,"46,025"
2052,10125-507311760,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:15,"22,000","6,600",0,0,"3,781",0,"11,619"
2053,10125-507382215,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:25,"58,000","11,000",0,0,"11,539",0,"35,462"
2054,10125-507446929,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:32,"58,000","13,200",0,0,"10,998",0,"33,802"
2055,10125-507462973,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:05,"261,000","45,000",0,0,"53,028",0,"162,972"
2056,10125-507685485,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:34,"203,000","26,000",0,0,"43,454",0,"133,547"
2057,10125-507791842,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:50,"116,000","20,000",0,0,"23,568",0,"72,432"
2058,10125-507837989,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:48,"74,000","15,000",0,0,"14,485",0,"44,516"
2059,10125-507864175,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:59,"81,000","15,000",0,0,"16,203",0,"49,797"
2060,10125-508098087,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:25,"29,000","5,000",0,0,"5,892",0,"18,108"
2061,10125-508126980,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:20,"141,000",0,0,0,"34,616",0,"106,385"
2062,10125-508382144,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 14:33,"100,000","20,000",0,0,"19,640",0,"60,360"
2063,10125-508424303,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:28,"58,000","11,000",0,0,"11,539",0,"35,462"
2064,10125-508591602,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 14:40,"58,000","11,000",0,0,"11,539",0,"35,462"
2065,10125-508703545,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:14,"58,000","11,000",0,0,"11,539",0,"35,462"
2066,10125-508885331,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:22,"50,000",0,0,0,"12,275",0,"37,725"
2067,10125-509079977,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:39,"29,000",0,0,0,"7,120",0,"21,881"
2068,10125-509131441,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 14:19,"58,000","11,000",0,0,"11,539",0,"35,462"
2069,10125-509356942,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:23,"58,000","11,000",0,0,"11,539",0,"35,462"
2070,10125-509653500,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:46,"22,000","5,000",0,0,"4,174",0,"12,827"
2071,10125-509669110,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:28,"69,000","11,000",0,0,"14,239",0,"43,761"
2072,10125-509827964,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 14:19,"73,000","15,000",0,0,"14,239",0,"43,761"
2073,10125-509845440,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:46,"87,000","15,000",0,0,"17,676",0,"54,324"
2074,10125-510235932,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:52,"22,000","5,000",0,0,"4,174",0,"12,827"
2075,10125-510360206,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 14:29,"66,000","11,000",0,0,"13,503",0,"41,498"
2076,10125-510434279,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 14:24,"80,000","15,000",0,0,"15,958",0,"49,043"
2077,10125-510519683,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:38,"22,000","5,000",0,0,"4,174",0,"12,827"
2078,10125-510732039,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:30,"22,000","5,000",0,0,"4,174",0,"12,827"
2079,10125-511399778,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:34,"58,000","11,000",0,0,"11,539",0,"35,462"
2080,10125-511701882,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:47,"58,000","11,000",0,0,"11,539",0,"35,462"
2081,10125-511758761,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 14:34,"22,000","6,600",0,0,"3,781",0,"11,619"
2082,10125-512030873,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:49,"75,000","15,000",0,0,"14,730",0,"45,270"
2083,10125-512093591,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:20,"91,000","15,000",0,0,"18,658",0,"57,342"
2084,10125-512162161,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 14:31,"75,000","15,000",0,0,"14,730",0,"45,270"
2085,10125-512414063,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:42,"54,000","11,000",0,0,"10,557",0,"32,444"
2086,10125-512493726,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:41,"102,000","20,000",0,0,"20,131",0,"61,869"
2087,10125-512626010,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 14:33,"22,000","6,600",0,0,"3,781",0,"11,619"
2088,10125-512771293,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 15:23,"112,000","20,000",0,0,"22,586",0,"69,414"
2089,10125-512772773,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 15:16,"87,000","15,000",0,0,"17,676",0,"54,324"
2090,10125-512969559,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:30,"51,000","11,000",0,0,"9,820",0,"30,180"
2091,10125-513159892,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:48,"69,000","11,000",0,0,"14,239",0,"43,761"
2092,10125-513248932,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 14:22,"66,000","11,000",0,0,"13,503",0,"41,498"
2093,10125-513422474,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:14,"83,000","15,000",0,0,"16,694",0,"51,306"
2094,10125-513666663,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:10,"94,000","15,000",0,0,"19,395",0,"59,606"
2095,10125-513703904,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 15:01,"25,000","12,500",0,0,"3,069",0,"9,431"
2096,10125-513816523,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:57,"99,000","15,000",0,0,"20,622",0,"63,378"
2097,10125-513835221,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:40,"44,000","5,000",0,0,"9,575",0,"29,426"
2098,10125-513897482,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:33,"100,000","20,000",0,0,"19,640",0,"60,360"
2099,10125-513918205,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:40,"116,000",0,0,0,"28,478",0,"87,522"
2100,10125-514105797,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:03,"58,000","11,000",0,0,"11,539",0,"35,462"
2101,10125-514157467,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 14:43,"58,000",0,0,0,"14,239",0,"43,761"
2102,10125-514409986,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 14:27,"25,000","6,250",0,0,"4,603",0,"14,147"
2103,10125-514662621,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:04,"116,000","20,000",0,0,"23,568",0,"72,432"
2104,10125-514695875,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:54,"88,000","15,000",0,0,"17,922",0,"55,079"
2105,10125-514706897,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 15:10,"79,000","15,000",0,0,"15,712",0,"48,288"
2106,10125-514786615,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 15:14,"58,000","11,000",0,0,"11,539",0,"35,462"
2107,10125-514975542,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 15:03,"58,000","11,000",0,0,"11,539",0,"35,462"
2108,10125-515254229,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 16:02,"72,000","15,000",0,0,"13,994",0,"43,007"
2109,10125-515319538,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 15:31,"58,000","11,000",0,0,"11,539",0,"35,462"
2110,10125-515384741,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:11,"79,000","15,000",0,0,"15,712",0,"48,288"
2111,10125-515417723,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 14:41,"395,000","54,500",0,0,"83,593",0,"256,907"
2112,10125-515532436,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 14:55,"150,000","26,000",0,0,"30,442",0,"93,558"
2113,10125-515809947,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:54,"200,000","32,000",0,0,"41,244",0,"126,756"
2114,10125-515814763,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 14:32,"88,000","15,000",0,0,"17,922",0,"55,079"
2115,10125-515833248,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:39,"79,000","15,000",0,0,"15,712",0,"48,288"
2116,10125-515899424,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 15:10,"51,000","11,000",0,0,"9,820",0,"30,180"
2117,10125-515908057,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:41,"87,000","15,000",0,0,"17,676",0,"54,324"
2118,10125-515950430,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:57,"125,000","20,000",0,0,"25,778",0,"79,223"
2119,10125-515959068,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 14:37,"61,000",0,0,0,"14,976",0,"46,025"
2120,10125-516110173,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:08,"108,000","20,000",0,0,"21,604",0,"66,396"
2121,10125-516255462,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:54,"83,000","15,000",0,0,"16,694",0,"51,306"
2122,10125-516269590,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:41,"44,000","13,200",0,0,"7,561",0,"23,239"
2123,10125-516450244,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 15:03,"206,000","32,000",0,0,"42,717",0,"131,283"
2124,10125-516674784,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 14:49,"22,000","6,600",0,0,"3,781",0,"11,619"
2125,10125-516797458,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:39,"58,000","11,000",0,0,"11,539",0,"35,462"
2126,10125-516824010,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 14:33,"62,000","11,000",0,0,"12,521",0,"38,480"
2127,10125-516821669,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 14:43,"44,000","5,000",0,0,"9,575",0,"29,426"
2128,10125-517167578,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:37,"87,000","15,000",0,0,"17,676",0,"54,324"
2129,10125-517211657,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 14:35,"22,000","6,600",0,0,"3,781",0,"11,619"
2130,10125-517276054,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 14:43,"22,000","6,600",0,0,"3,781",0,"11,619"
2131,10125-517330297,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 14:55,"110,000","20,000",0,0,"22,095",0,"67,905"
2132,10125-517527678,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:27,"29,000","5,000",0,0,"5,892",0,"18,108"
2133,10125-518493528,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 14:43,"22,000","6,600",0,0,"3,781",0,"11,619"
2134,10125-518548316,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:34,"51,000","11,000",0,0,"9,820",0,"30,180"
2135,10125-518584078,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 14:33,"116,000","15,000",0,0,"24,796",0,"76,205"
2136,10125-518660916,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 14:50,"29,000","7,250",0,0,"5,340",0,"16,410"
2137,10125-518738491,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 15:30,"29,000","5,000",0,0,"5,892",0,"18,108"
2138,10125-518833039,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:02,"87,000","15,000",0,0,"17,676",0,"54,324"
2139,10125-519172804,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 14:36,"44,000","5,000",0,0,"9,575",0,"29,426"
2140,10125-519335528,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 14:43,"25,000","12,500",0,0,"3,069",0,"9,431"
2141,10125-519337238,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 14:50,"47,000","19,100",0,0,"6,849",0,"21,051"
2142,10125-519679458,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 14:56,"73,000","11,000",0,0,"15,221",0,"46,779"
2143,10125-519865881,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 14:39,"22,000","6,600",0,0,"3,781",0,"11,619"
2144,10125-520506277,10323120,Cà Phê Muối Chú Long - Đồng Xoài,10/12/2025 14:44,"54,000","11,000",0,0,"10,557",0,"32,444"
2145,10125-520553368,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:17,"235,000","32,000",0,0,"49,837",0,"153,164"
2146,10125-520895235,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 15:05,"62,000","11,000",0,0,"12,521",0,"38,480"
2147,10125-521016386,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:02,"22,000","6,600",0,0,"3,781",0,"11,619"
2148,10125-521199111,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 14:59,"113,000","20,000",0,0,"22,832",0,"70,169"
2149,10125-521235526,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 14:45,"160,000","42,000",0,0,"28,969",0,"89,031"
2150,10125-521573032,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 14:38,"58,000","11,000",0,0,"11,539",0,"35,462"
2151,10125-521755742,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 14:48,"22,000","5,000",0,0,"4,174",0,"12,827"
2152,10125-521977702,10321439,Cà Phê Muối Chú Long - Vĩnh Long,10/12/2025 14:35,"58,000","10,000",0,0,"11,784",0,"36,216"
2153,10125-522184067,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 15:29,"50,000","25,000",0,0,"6,138",0,"18,863"
