STT,Mã Đơn Hàng,ID cửa hàng,Tên cửa hàng,Thời gian hoàn thành/ huỷ đơn,Giá trị đơn hàng,Khuyến mại từ quán,Phí dịch vụ,Phí vận chuyển trả cho quán,Chiết khấu,Thuế khấu trừ,Thực thu
554,10125-301780057,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:45,"72,000","15,000",0,0,"13,994",0,"43,007"
555,10125-301786477,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:36,"83,000","15,000",0,0,"16,694",0,"51,306"
556,10125-301900152,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:04,"51,000","11,000",0,0,"9,820",0,"30,180"
557,10125-301914747,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:55,"58,000","15,000",0,0,"10,557",0,"32,444"
558,10125-302044406,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 9:01,"30,000","9,000",0,0,"5,156",0,"15,845"
559,10125-302058429,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:51,"58,000","15,000",0,0,"10,557",0,"32,444"
560,10125-302088829,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 8:32,"116,000",0,0,0,"28,478",0,"87,522"
561,10125-302323236,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 9:06,"73,000","15,000",0,0,"14,239",0,"43,761"
562,10125-302339252,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:35,"29,000","8,700",0,0,"4,984",0,"15,316"
563,10125-302359686,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:35,"80,000","15,000",0,0,"15,958",0,"49,043"
564,10125-302417723,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:43,"218,000","22,000",0,0,"48,118",0,"147,882"
565,10125-302469940,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:26,"51,000","15,000",0,0,"8,838",0,"27,162"
566,10125-302597705,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:35,"58,000","11,000",0,0,"11,539",0,"35,462"
567,10125-302605818,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:29,"29,000","8,700",0,0,"4,984",0,"15,316"
568,10125-302637494,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:55,"47,000","14,100",0,0,"8,077",0,"24,823"
569,10125-302759976,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:50,"152,000","42,000",0,0,"27,005",0,"82,995"
570,10125-302852483,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:02,"22,000","5,000",0,0,"4,174",0,"12,827"
571,10125-302905797,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:02,"160,000","42,000",0,0,"28,969",0,"89,031"
572,10125-303126301,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:40,"65,000","11,000",0,0,"13,257",0,"40,743"
573,10125-303120573,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:53,"44,000","5,000",0,0,"9,575",0,"29,426"
574,10125-303160180,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:35,"29,000","6,600",0,0,"5,499",0,"16,901"
575,10125-303213281,10269971,Cà Phê Muối Chú Long - Cần Thơ,10/12/2025 8:44,"203,000","48,000",0,0,"38,053",0,"116,948"
576,10125-303332529,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:50,"110,000","20,000",0,0,"22,095",0,"67,905"
577,10125-303427532,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 8:53,"29,000","6,600",0,0,"5,499",0,"16,901"
578,10125-303470348,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:59,"44,000","13,200",0,0,"7,561",0,"23,239"
579,10125-303492852,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:01,"58,000","15,000",0,0,"10,557",0,"32,444"
580,10125-303697235,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:39,"51,000","15,000",0,0,"8,838",0,"27,162"
581,10125-303774334,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:42,"29,000","8,700",0,0,"4,984",0,"15,316"
582,10125-303859216,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:16,"22,000","6,600",0,0,"3,781",0,"11,619"
583,10125-303945233,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:46,"22,000","6,600",0,0,"3,781",0,"11,619"
584,10125-303986321,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:38,"117,000","11,000",0,0,"26,023",0,"79,977"
585,10125-304026999,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:55,"116,000","20,000",0,0,"23,568",0,"72,432"
586,10125-304044514,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:50,"188,000","48,000",0,0,"34,370",0,"105,630"
587,10125-304081278,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 8:40,"58,000","15,000",0,0,"10,557",0,"32,444"
588,10125-304062039,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:44,"58,000","15,000",0,0,"10,557",0,"32,444"
589,10125-304197395,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:14,"196,000","48,000",0,0,"36,334",0,"111,666"
590,10125-304216615,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:08,"58,000","11,000",0,0,"11,539",0,"35,462"
591,10125-304263651,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:10,"161,000","42,000",0,0,"29,215",0,"89,786"
592,10125-304270883,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:07,"116,000","20,000",0,0,"23,568",0,"72,432"
593,10125-304306621,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:43,"51,000","11,000",0,0,"9,820",0,"30,180"
594,10125-304411367,10307386,Cà Phê Muối Chú Long - Kiên Giang,10/12/2025 8:34,"72,000","15,000",0,0,"13,994",0,"43,007"
595,10125-304427117,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:49,"22,000","6,600",0,0,"3,781",0,"11,619"
596,10125-304477733,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:51,"160,000","42,000",0,0,"28,969",0,"89,031"
597,10125-304612853,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:49,"44,000","13,200",0,0,"7,561",0,"23,239"
598,10125-304683269,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:46,"29,000","8,700",0,0,"4,984",0,"15,316"
599,10125-304714917,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 9:15,"22,000","6,600",0,0,"3,781",0,"11,619"
600,10125-304732851,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:06,"29,000","5,000",0,0,"5,892",0,"18,108"
601,10125-304791300,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:42,"22,000","6,600",0,0,"3,781",0,"11,619"
602,10125-304952252,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 9:07,"1,095,000","22,000",0,0,"263,422",0,"809,579"
603,10125-304995787,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:14,"58,000","11,000",0,0,"11,539",0,"35,462"
604,10125-305011023,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:47,"87,000","15,000",0,0,"17,676",0,"54,324"
605,10125-305016940,10285817,Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,10/12/2025 8:51,"29,000","7,250",0,0,"5,340",0,"16,410"
606,10125-305046608,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:12,"54,000","11,000",0,0,"10,557",0,"32,444"
607,10125-305078646,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:04,"58,000","15,000",0,0,"10,557",0,"32,444"
608,10125-305095145,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:10,"29,000","5,000",0,0,"5,892",0,"18,108"
609,10125-305157925,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:02,"22,000","5,000",0,0,"4,174",0,"12,827"
610,10125-305164548,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:50,"79,000","15,000",0,0,"15,712",0,"48,288"
611,10125-305162655,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:51,"83,000","11,000",0,0,"17,676",0,"54,324"
612,10125-305192459,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:56,"58,000","11,000",0,0,"11,539",0,"35,462"
613,10125-305311763,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:08,"51,000","15,000",0,0,"8,838",0,"27,162"
614,10125-305346154,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 8:51,"22,000","6,600",0,0,"3,781",0,"11,619"
615,10125-305379234,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:16,"22,000","6,600",0,0,"3,781",0,"11,619"
616,10125-305432547,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:05,"159,000","42,000",0,0,"28,724",0,"88,277"
617,10125-305583854,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 8:48,"211,000",0,0,0,"51,801",0,"159,200"
618,10125-305692601,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:53,"94,000","15,000",0,0,"19,395",0,"59,606"
619,10125-305786805,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:54,"66,000","11,000",0,0,"13,503",0,"41,498"
620,10125-305911743,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:39,"44,000","10,000",0,0,"8,347",0,"25,653"
621,10125-305935942,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:37,"51,000","15,000",0,0,"8,838",0,"27,162"
622,10125-305987544,10313967,Cà Phê Muối Chú Long - Tiền Giang,10/12/2025 8:40,"87,000","15,000",0,0,"17,676",0,"54,324"
623,10125-306125859,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:49,"155,000","42,000",0,0,"27,742",0,"85,259"
624,10125-306166961,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 8:42,"123,000","20,000",0,0,"25,287",0,"77,714"
625,10125-306202252,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:53,"87,000","15,000",0,0,"17,676",0,"54,324"
626,10125-306220212,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:50,"58,000","11,000",0,0,"11,539",0,"35,462"
627,10125-306260356,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 9:00,"87,000","15,000",0,0,"17,676",0,"54,324"
628,10125-306346976,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:07,"66,000","11,000",0,0,"13,503",0,"41,498"
629,10125-306419669,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:11,"124,000","20,000",0,0,"25,532",0,"78,468"
630,10125-306456297,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:10,"22,000","6,600",0,0,"3,781",0,"11,619"
631,10125-306515713,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:58,"44,000","13,200",0,0,"7,561",0,"23,239"
632,10125-306564173,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 9:20,"58,000","11,000",0,0,"11,539",0,"35,462"
633,10125-306704317,10330437,Cà Phê Muối Chú Long - Trần Hưng Đạo,10/12/2025 8:43,"80,000","15,000",0,0,"15,958",0,"49,043"
634,10125-306728659,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:55,"58,000","11,000",0,0,"11,539",0,"35,462"
635,10125-306800348,10285817,Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,10/12/2025 8:45,"58,000","15,000",0,0,"10,557",0,"32,444"
636,10125-306836396,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 8:45,"116,000","20,000",0,0,"23,568",0,"72,432"
637,10125-306974454,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:20,"58,000","15,000",0,0,"10,557",0,"32,444"
638,10125-306998852,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:58,"116,000","20,000",0,0,"23,568",0,"72,432"
639,10125-307010110,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:52,"196,000","48,000",0,0,"36,334",0,"111,666"
640,10125-307074376,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:03,"22,000","6,600",0,0,"3,781",0,"11,619"
641,10125-307097468,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:55,"83,000","15,000",0,0,"16,694",0,"51,306"
642,10125-307112792,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:15,"51,000","11,000",0,0,"9,820",0,"30,180"
643,10125-307169909,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:40,"198,000","48,000",0,0,"36,825",0,"113,175"
644,10125-307165988,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:11,"29,000","8,700",0,0,"4,984",0,"15,316"
645,10125-307166351,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 9:06,"91,000",0,0,0,"22,341",0,"68,660"
646,10125-307173596,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:57,"115,000","20,000",0,0,"23,323",0,"71,678"
647,10125-307246033,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:11,"159,000","37,000",0,0,"29,951",0,"92,049"
648,10125-307256109,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:51,"29,000","8,700",0,0,"4,984",0,"15,316"
649,10125-307274351,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:50,"167,000","48,000",0,0,"29,215",0,"89,786"
650,10125-307284884,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:21,"22,000","6,600",0,0,"3,781",0,"11,619"
651,10125-307295746,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:00,"170,000","48,000",0,0,"29,951",0,"92,049"
652,10125-307302007,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:59,"29,000","8,700",0,0,"4,984",0,"15,316"
653,10125-307307600,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:44,"29,000","8,700",0,0,"4,984",0,"15,316"
654,10125-307335073,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 9:01,"58,000","15,000",0,0,"10,557",0,"32,444"
655,10125-307335821,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:18,"44,000","13,200",0,0,"7,561",0,"23,239"
656,10125-307395834,10330437,Cà Phê Muối Chú Long - Trần Hưng Đạo,10/12/2025 8:43,"58,000","15,000",0,0,"10,557",0,"32,444"
657,10125-307483618,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 9:21,"22,000","6,600",0,0,"3,781",0,"11,619"
658,10125-307492166,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 9:09,"22,000","6,600",0,0,"3,781",0,"11,619"
659,10125-307516359,10313967,Cà Phê Muối Chú Long - Tiền Giang,10/12/2025 8:46,"51,000","11,000",0,0,"9,820",0,"30,180"
660,10125-307527180,10354891,Cà Phê Muối Chú Long - Trà Vinh,10/12/2025 8:45,"58,000","11,000",0,0,"11,539",0,"35,462"
661,10125-307530274,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:53,"30,000","9,000",0,0,"5,156",0,"15,845"
662,10125-307541966,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 8:56,"80,000","15,000",0,0,"15,958",0,"49,043"
663,10125-307651174,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 8:58,"102,000","20,000",0,0,"20,131",0,"61,869"
664,10125-307652300,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:10,"163,000","48,000",0,0,"28,233",0,"86,768"
665,10125-307757578,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:38,"44,000","10,000",0,0,"8,347",0,"25,653"
666,10125-308035477,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:51,"29,000","8,700",0,0,"4,984",0,"15,316"
667,10125-308051178,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 9:13,"116,000","20,000",0,0,"23,568",0,"72,432"
668,10125-308258063,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:59,"44,000","13,200",0,0,"7,561",0,"23,239"
669,10125-308264778,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:23,"47,000","14,100",0,0,"8,077",0,"24,823"
670,10125-308266096,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:54,"29,000","8,700",0,0,"4,984",0,"15,316"
671,10125-308308075,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:44,"30,000","9,000",0,0,"5,156",0,"15,845"
672,10125-308361501,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:48,"66,000","11,000",0,0,"13,503",0,"41,498"
673,10125-308373080,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:07,"51,000","11,000",0,0,"9,820",0,"30,180"
674,10125-308391604,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:21,"166,000","48,000",0,0,"28,969",0,"89,031"
675,10125-308446456,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:15,"112,000","20,000",0,0,"22,586",0,"69,414"
676,10125-308532986,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:22,"200,000","48,000",0,0,"37,316",0,"114,684"
677,10125-308705929,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:19,"99,000","15,000",0,0,"20,622",0,"63,378"
678,10125-308803802,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:59,"51,000","15,000",0,0,"8,838",0,"27,162"
679,10125-308830222,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:21,"168,000","48,000",0,0,"29,460",0,"90,540"
680,10125-308874944,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:23,"29,000","5,000",0,0,"5,892",0,"18,108"
681,10125-308887404,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:47,"116,000","20,000",0,0,"23,568",0,"72,432"
682,10125-309107873,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:56,"29,000","8,700",0,0,"4,984",0,"15,316"
683,10125-309141680,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:41,"87,000","15,000",0,0,"17,676",0,"54,324"
684,10125-309333760,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:16,"29,000","8,700",0,0,"4,984",0,"15,316"
685,10125-309371212,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:03,"29,000","8,700",0,0,"4,984",0,"15,316"
686,10125-309534509,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:52,"29,000","5,000",0,0,"5,892",0,"18,108"
687,10125-309580739,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 8:47,"104,000","20,000",0,0,"20,622",0,"63,378"
688,10125-309578384,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 9:10,"22,000","6,600",0,0,"3,781",0,"11,619"
689,10125-309619420,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:58,"58,000","11,000",0,0,"11,539",0,"35,462"
690,10125-309703756,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 9:10,"54,000","11,000",0,0,"10,557",0,"32,444"
691,10125-309711610,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 8:48,"87,000","15,000",0,0,"17,676",0,"54,324"
692,10125-309716513,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:46,"73,000","15,000",0,0,"14,239",0,"43,761"
693,10125-309738223,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:56,"87,000","15,000",0,0,"17,676",0,"54,324"
694,10125-309755597,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 9:01,"124,000","20,000",0,0,"25,532",0,"78,468"
695,10125-309832530,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:11,"44,000","13,200",0,0,"7,561",0,"23,239"
696,10125-309844073,10269971,Cà Phê Muối Chú Long - Cần Thơ,10/12/2025 8:58,"29,000","7,250",0,0,"5,340",0,"16,410"
697,10125-309848794,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 8:55,"87,000","15,000",0,0,"17,676",0,"54,324"
698,10125-309913692,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:39,"51,000","11,000",0,0,"9,820",0,"30,180"
699,10125-309932766,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 9:20,"153,000","42,000",0,0,"27,251",0,"83,750"
700,10125-309944117,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:49,"174,000","48,000",0,0,"30,933",0,"95,067"
701,10125-309956330,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:56,"161,000","37,000",0,0,"30,442",0,"93,558"
702,10125-310016446,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 8:52,"51,000","11,000",0,0,"9,820",0,"30,180"
703,10125-310097794,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:54,"58,000","15,000",0,0,"10,557",0,"32,444"
704,10125-310115861,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:39,"25,000","7,500",0,0,"4,296",0,"13,204"
705,10125-310155686,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 9:11,"37,000","5,000",0,0,"7,856",0,"24,144"
706,10125-310162477,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:35,"102,000","20,000",0,0,"20,131",0,"61,869"
707,10125-310256522,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:12,"22,000","6,600",0,0,"3,781",0,"11,619"
708,10125-310264762,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 9:06,"44,000","13,200",0,0,"7,561",0,"23,239"
709,10125-310277032,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:51,"112,000","20,000",0,0,"22,586",0,"69,414"
710,10125-310315037,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:52,"22,000","6,600",0,0,"3,781",0,"11,619"
711,10125-310336600,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 9:09,"44,000","13,200",0,0,"7,561",0,"23,239"
712,10125-310348755,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 9:21,"113,000","20,000",0,0,"22,832",0,"70,169"
713,10125-310395180,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 9:53,"167,000","48,000",0,0,"29,215",0,"89,786"
